flow_duration,packet_count,byte_count,protocol,label,packets_per_second
7.49672,54.0,27164,UDP,benign,7.2031
6.85564,40.0,25645,Tcp,benign,5.8346
272.29132,1002.0,1239474,UDP,suspicious,3.6799
209.63637,1633.0,2147395,UDP,suspicious,7.7897
154.83521,3140.0,3318980,UDP,suspicious,20.2796
0.24446,4.0,184,TCP,suspicious,16.3624
6.12897,,27300,TCP,benign,8.3211
3.83365,52.0,34612,udp,benign,13.5641
1.48357,43.0,31518,UDP,benign,28.9841
0.42155,23.0,12263,UDP,benign,54.5608
2.83347,95.0,57511,TCP,benign,33.5278
3.16177,56.0,28967,TCP,benign,17.7116
0.36343,1.0,56,TCP,suspicious,2.7516
111.48403,4717.0,5429267,UDP,suspicious,42.311
0.28027,71.0,46642,TCP,benign,253.3273
130.71621,2426.0,3309064,UDP,suspicious,18.5593
0.15907,,33124,TCP,benign,289.1805
0.02622,34.0,22604,UDP,benign,1296.8843
0.88021,70.0,39339,UDP,benign,79.5266
5.23615,83.0,67045,TCP,benign,15.8513
3.74926,42.0,23666,TCP,benign,11.2022
1.99308,23.0,15340,Tcp,benign,11.5399
2.65594,49.0,26736,TCP,benign,18.4492
14.85915,66.0,35636,TCP,benign,4.4417
1.52638,33.0,21795,UDP,benign,21.6198
1.87747,4.0,2134,TCP,benign,2.1305
148.96274,1102.0,1251872,UDP,suspicious,7.3978
17.50269,57.0,35291,TCP,benign,3.2566
0.18651,2.0,112,TCP,suspicious,10.723
2.79872,25.0,16409,TCP,benign,8.9327
0.09314,,55033,TCP,benign,923.2984
10.36779,85.0,51689,TCP,benign,8.1985
138.60219,3408.0,4212288,UDP,suspicious,24.5884
1.10325,9.0,4156,TCP,benign,8.1577
3.71162,117.0,78115,UDP,benign,31.5227
0.93515,48.0,31845,TCP,benign,51.3284
0.43315,4.0,184,TCP,suspicious,9.2346
6.68218,39.0,32226,UDP,benign,5.8364
0.4226,63.0,31116,TCP,benign,149.0781
22.64878,35.0,23833,UDP,benign,1.5453
2.46752,35.0,20145,TCP,benign,14.1843
8.6858,29.0,19161,Tcp,benign,3.3388
152.74269,4522.0,5268130,UDP,suspicious,29.6053
0.10616,48.0,26375,UDP,benign,452.1266
0.9563,47.0,23467,TCP,benign,49.1479
8.7187,,54060,TCP,benign,12.3872
116.41777,1335.0,1361700,UDP,suspicious,11.4673
,66.0,29770,UDP,benign,2060.4561
19.32375,51.0,16762,UDP,benign,2.6392
0.31685,2.0,96,TCP,suspicious,6.312
0.15861,4.0,168,TCP,suspicious,25.2191
0.55611,27.0,16463,TCP,benign,48.5519
0.6782,74.0,43417,UDP,benign,109.1116
6.8353,62.0,40477,Tcp,benign,9.0706
2.57411,46.0,22253,TCP,benign,17.8702
10.57394,61.0,42767,TCP,benign,5.7689
125.30238,,2919728,udp,suspicious,16.7275
81.68976,3993.0,4408272,UDP,suspicious,48.8801
239.26459,1971.0,2686473,UDP,suspicious,8.2377
82.4576,2345.0,2896075,UDP,suspicious,28.4389
0.46172,1.0,43,tcp,suspicious,2.1658
0.37672,42.0,27241,TCP,benign,111.4899
7.02918,43.0,20684,TCP,benign,6.1174
0.49115,35.0,18655,TCP,benign,71.2615
4.13353,83.0,40209,Tcp,benign,20.0797
184.07291,3925.0,5129975,UDP,suspicious,21.3231
3.37274,59.0,40061,TCP,benign,17.4932
,3530.0,4437210,udp,suspicious,21.6703
84.98161,2348.0,2723680,UDP,suspicious,27.6295
4.41962,41.0,31086,TCP,benign,9.2768
,8.0,6682,udp,benign,0.845
2.6112,42.0,29463,TCP,benign,16.0846
2.01478,51.0,39755,TCP,benign,25.313
1.82868,44.0,32707,Tcp,benign,24.0611
1.47871,33.0,20860,TCP,benign,22.3167
3.5484,65.0,41804,TCP,benign,18.3181
1.46998,57.0,24787,TCP,benign,38.776
0.43559,3.0,150,TCP,suspicious,6.8872
1.28319,63.0,47424,TCP,benign,49.0965
,55.0,34634,TCP,benign,6.6827
0.00515,47.0,22442,UDP,benign,9126.1239
12.97059,49.0,34826,TCP,benign,3.7778
0.4706,83.0,62625,TCP,benign,176.3721
297.25425,4206.0,5463594,UDP,suspicious,14.1495
2.42123,6.0,3168,TCP,benign,2.4781
32.29,,3953634,UDP,suspicious,92.97
0.12587,71.0,40535,TCP,benign,564.08
0.76444,63.0,28037,TCP,benign,82.4131
7.86208,46.0,30113,TCP,benign,5.8509
1.46084,42.0,31373,TCP,benign,28.7505
3.28257,39.0,24928,TCP,benign,11.8809
6.31367,42.0,29206,TCP,benign,6.6522
0.98261,18.0,12646,TCP,benign,18.3186
2.73486,56.0,24759,TCP,benign,20.4763
6.28199,31.0,15088,TCP,benign,4.9347
,55.0,21589,TCP,benign,18.8513
0.32909,4.0,168,TCP,suspicious,12.1548
2.55542,,24016,UDP,benign,19.5662
5.43534,57.0,37161,TCP,benign,10.4869
0.29919,55.0,38557,Tcp,benign,183.8273
1.70461,64.0,37240,UDP,benign,37.5454
0.0369,71.0,51630,TCP,benign,1924.0641
90.2587,3232.0,3678016,UDP,suspicious,35.8082
0.41131,64.0,34244,TCP,benign,155.6009
,77.0,36795,UDP,benign,5.9557
28.30162,1470.0,1602300,UDP,suspicious,51.9405
5.78219,10.0,3949,tcp,benign,1.7294
8.62398,24.0,11276,TCP,benign,2.7829
3.07615,47.0,34165,TCP,benign,15.2788
239.6529,3332.0,4541516,UDP,suspicious,13.9034
5.00804,60.0,31101,TCP,benign,11.9807
6.82108,48.0,30943,UDP,benign,7.037
1.33031,49.0,30547,TCP,benign,36.8336
3.95982,45.0,23659,tcp,benign,11.3642
0.82994,34.0,18831,TCP,benign,40.9669
1.31381,51.0,29935,TCP,benign,38.8185
0.38781,35.0,23990,TCP,benign,90.2511
12.83072,57.0,32620,TCP,benign,4.4425
0.85534,52.0,41374,tcp,benign,60.7946
144.32784,2947.0,4046231,UDP,suspicious,20.4188
,33.0,27120,TCP,benign,1.5512
4.90855,33.0,22142,TCP,benign,6.723
7.34824,60.0,28374,TCP,benign,8.1652
6.82153,71.0,38709,TCP,benign,10.4082
17.51779,40.0,26170,TCP,benign,2.2834
1.43689,73.0,55009,TCP,benign,50.8041
1.87126,54.0,35014,TCP,benign,28.8576
0.26,1.0,54,TCP,suspicious,3.8461
1.39573,42.0,24467,TCP,benign,30.0917
0.21894,3.0,120,TCP,suspicious,13.7024
1.84697,58.0,35384,TCP,benign,31.4027
2.54166,73.0,48670,UDP,benign,28.7214
0.35669,1.0,57,TCP,suspicious,2.8036
2.54166,73.0,48670,UDP,benign,28.7214
90.33738,,4951737,UDP,suspicious,49.2487
1.367,52.0,19166,TCP,benign,38.0396
204.51092,2077.0,2307547,UDP,suspicious,10.1559
8.49843,17.0,10871,TCP,benign,2.0004
4.97987,49.0,25327,TCP,benign,9.8396
0.14375,2.0,80,TCP,suspicious,13.913
12.69119,71.0,49161,UDP,benign,5.5944
1.39175,23.0,15764,TCP,benign,16.5259
5.55842,41.0,25741,TCP,benign,7.3762
5.14733,65.0,41536,TCP,benign,12.6279
0.07728,2.0,102,TCP,suspicious,25.8804
4.06024,22.0,14723,tcp,benign,5.4184
7.59216,40.0,27659,udp,benign,5.2686
0.32487,67.0,46557,TCP,benign,206.2387
1.51127,1.0,659,UDP,benign,0.6617
4.28922,37.0,23616,TCP,benign,8.6263
4.1126,70.0,41649,TCP,benign,17.0208
1.4035,,31366,TCP,benign,32.0627
-1.0,13.0,8427,TCP,benign,1.0435
7.19115,88.0,43091,TCP,benign,12.2373
0.23039,1.0,47,TCP,suspicious,4.3404
0.27102,3.0,177,TCP,suspicious,11.0695
7.57855,72.0,48458,TCP,benign,9.5005
5.54206,52.0,28421,UDP,benign,9.3828
0.22744,,172,TCP,suspicious,17.5872
216.02233,2675.0,3226050,UDP,suspicious,12.383
0.88147,54.0,36975,TCP,benign,61.2612
8.76675,76.0,48843,UDP,benign,8.6691
,106.0,38257,TCP,benign,17.9096
0.80163,76.0,54082,TCP,benign,94.8069
10.1457,27.0,15903,TCP,benign,2.6612
2.72907,3.0,1692,TCP,benign,1.0993
0.06413,2.0,90,TCP,suspicious,31.1855
1.5408,67.0,38594,TCP,benign,43.4839
297.80047,3685.0,4149310,UDP,suspicious,12.3741
3.16169,24.0,14905,TCP,benign,7.5909
0.29792,60.0,36309,TCP,benign,201.3933
1.74072,14.0,9155,TCP,benign,8.0426
2.68734,5.0,2740,TCP,benign,1.8606
1.03372,60.0,39759,TCP,benign,58.0427
29.92697,2478.0,2936430,UDP,suspicious,82.8016
9.0851,25.0,12251,TCP,benign,2.7518
4.89011,38.0,22617,TCP,benign,7.7708
3.37113,54.0,30975,TCP,benign,16.0184
35.23499,3227.0,4317726,UDP,suspicious,91.5851
,53.0,26309,Tcp,benign,5.4146
0.06747,67.0,35559,UDP,benign,993.089
0.2411,1.0,43,TCP,suspicious,4.1477
217.23258,1164.0,1349076,UDP,suspicious,5.3583
0.05691,2.0,118,TCP,suspicious,35.1449
2.02346,64.0,46428,TCP,benign,31.6289
9.89685,53.0,31751,TCP,benign,5.3552
1.17177,27.0,19951,TCP,benign,23.042
4.31464,62.0,23300,UDP,benign,14.3697
0.35856,4.0,208,TCP,suspicious,11.1558
5.19161,71.0,44152,TCP,benign,13.6759
11.30797,55.0,28914,UDP,benign,4.8638
,61.0,36112,TCP,benign,11.1515
8.61683,51.0,29151,TCP,benign,5.9186
14.33018,40.0,22674,TCP,benign,2.7913
3.67849,17.0,9612,TCP,benign,4.6215
5.49862,44.0,29356,TCP,benign,8.002
4.21386,43.0,29920,TCP,benign,10.2044
5.01296,1.0,464,TCP,benign,0.1995
1.55901,69.0,43296,UDP,benign,44.2588
19.70644,55.0,37039,TCP,benign,2.791
1.03836,69.0,42356,TCP,benign,66.4507
13.4433,41.0,25395,TCP,benign,3.0498
2.09184,63.0,41579,TCP,benign,30.1171
1.72417,65.0,41765,TCP,benign,37.6992
0.19305,1.0,51,Tcp,suspicious,5.1801
0.18263,2.0,102,TCP,suspicious,10.9512
,49.0,39979,TCP,benign,12.0382
0.59163,31.0,14360,udp,benign,52.3975
46.65206,1111.0,1387639,UDP,suspicious,23.8146
9.75134,46.0,27560,TCP,benign,4.7173
0.24264,2.0,116,TCP,suspicious,8.2428
0.58906,67.0,42481,TCP,benign,113.7402
3.63427,43.0,22565,UDP,benign,11.8318
109.58214,4338.0,5960412,UDP,suspicious,39.5867
244.75966,3620.0,4416400,UDP,suspicious,14.79
2.56909,15.0,10056,TCP,benign,5.8386
,47.0,31835,TCP,benign,52.0687
0.16876,70.0,32782,UDP,benign,414.7826
3.95465,38.0,22484,TCP,benign,9.6089
5.52322,72.0,34912,UDP,benign,13.0359
203.66336,3372.0,4572432,udp,suspicious,16.5567
0.40193,2.0,80,TCP,suspicious,4.976
0.15861,4.0,168,TCP,suspicious,25.2191
8.91488,39.0,24201,TCP,benign,4.3747
15.30083,56.0,34551,TCP,benign,3.6599
246.17217,2121.0,2231292,UDP,suspicious,8.6159
23.94916,35.0,23305,TCP,benign,1.4614
9.75806,36.0,25362,TCP,benign,3.6893
258.87135,4276.0,5199616,UDP,suspicious,16.5179
8.45502,27.0,16156,UDP,benign,3.1934
18.05541,40.0,21154,TCP,benign,2.2154
13.80961,32.0,21440,Tcp,benign,2.3172
3.77833,37.0,25633,UDP,benign,9.7927
51.67057,3089.0,3095178,UDP,suspicious,59.7826
3.93241,59.0,30278,TCP,benign,15.0035
28.58453,1718.0,2243708,UDP,suspicious,60.1024
4.83794,68.0,38025,TCP,benign,14.0556
2.20717,70.0,38732,TCP,benign,31.7149
261.0609,3897.0,4524417,UDP,suspicious,14.9276
274.14193,3461.0,4028604,UDP,suspicious,12.6248
3.1396,37.0,23893,TCP,benign,11.7849
0.76681,52.0,28484,TCP,benign,67.8131
8.67975,46.0,33618,UDP,benign,5.2997
2.71026,49.0,18808,TCP,benign,18.0794
0.48237,4.0,216,TCP,suspicious,8.2923
3.98524,93.0,60747,TCP,benign,23.3361
0.90782,18.0,13135,UDP,benign,19.8278
8.94562,62.0,37708,TCP,benign,6.9308
23.41502,48.0,33725,tcp,benign,2.05
13.35551,74.0,50291,TCP,benign,5.5408
4.81967,36.0,21973,TCP,benign,7.4694
,56.0,37992,TCP,benign,159.1049
,47.0,19355,TCP,benign,17.1458
7.15704,60.0,36287,TCP,benign,8.3834
195.29532,4036.0,5202404,UDP,suspicious,20.6661
14.16134,71.0,27404,TCP,benign,5.0137
2.39752,25.0,13203,TCP,benign,10.4274
59.92892,4402.0,5947102,UDP,suspicious,73.4537
4.15534,26.0,16501,TCP,benign,6.257
2.80084,40.0,26856,TCP,benign,14.2814
1.1436,52.0,20121,TCP,benign,45.4705
,21.0,14400,Tcp,benign,13.987
0.02261,2.0,112,TCP,suspicious,88.4416
8.24729,64.0,42466,TCP,benign,7.7601
5.01107,55.0,18213,TCP,benign,10.9757
1.56953,36.0,19750,Tcp,benign,22.9368
62.08394,2125.0,2513875,UDP,suspicious,34.2279
2.97677,90.0,58220,TCP,benign,30.2341
0.08854,69.0,36278,TCP,benign,779.2985
3.52655,78.0,42803,TCP,benign,22.1179
6.63564,48.0,20767,TCP,benign,7.2337
1.60094,42.0,24680,TCP,benign,26.2345
3.38717,21.0,12912,TCP,benign,6.1999
1.53048,68.0,34567,TCP,benign,44.4306
5.52322,72.0,34912,UDP,benign,13.0359
120.12794,4205.0,4860980,UDP,suspicious,35.0043
3.40116,68.0,36089,TCP,benign,19.9932
0.07931,66.0,31500,TCP,benign,832.2245
3.46933,,50959,tcp,benign,20.7533
172.24783,1058.0,1091856,UDP,suspicious,6.1423
2.39407,51.0,25666,TCP,benign,21.3027
3.2893,59.0,28083,TCP,benign,17.937
0.46114,2.0,82,TCP,suspicious,4.3371
9.67735,30.0,18108,TCP,benign,3.1
3.58347,14.0,6261,TCP,benign,3.9068
266.81224,1040.0,1406080,UDP,suspicious,3.8979
1.09814,76.0,36014,TCP,benign,69.2078
0.23362,41.0,21761,UDP,benign,175.5006
0.24409,2.0,110,TCP,suspicious,8.1936
13.52482,57.0,33943,TCP,benign,4.2145
2225.5854,78.0,34276,TCP,benign,35.047
0.26607,32.0,17969,TCP,benign,120.2676
3.22566,49.0,24646,TCP,benign,15.1907
145.3668,1137.0,1577019,UDP,suspicious,7.8216
1.07705,63.0,32532,TCP,benign,58.4931
0.73623,,15285,UDP,benign,38.0315
4.5203,49.0,26172,TCP,benign,10.84
,3596.0,4067076,UDP,suspicious,37.4224
0.34725,78.0,50576,UDP,benign,224.6203
9.36435,64.0,47810,UDP,benign,6.8344
0.34489,2.0,112,TCP,suspicious,5.7989
0.09613,1.0,45,TCP,suspicious,10.4021
4.06765,33.0,23815,TCP,benign,8.1128
169.36338,2766.0,3747930,UDP,suspicious,16.3317
4.17867,40.0,10609,TCP,benign,9.5724
4.55879,54.0,23137,TCP,benign,11.8453
0.31962,3.0,153,TCP,suspicious,9.3861
3.88113,1.0,561,TCP,benign,0.2577
2.08629,56.0,42676,TCP,benign,26.8419
1.55986,54.0,36292,TCP,benign,34.6186
4.43519,28.0,18476,UDP,benign,6.3131
1.01952,40.0,18979,TCP,benign,39.2342
5.20881,71.0,47658,TCP,benign,13.6307
11.85283,55.0,31222,Tcp,benign,4.6402
,40.0,26389,UDP,benign,15.5805
0.45942,51.0,24003,TCP,benign,111.0106
5.27954,32.0,13996,UDP,benign,6.0611
191.33835,,5141452,UDP,suspicious,21.6005
12.99401,14.0,6368,TCP,benign,1.0774
,28.0,14109,TCP,benign,16.8852
0.47429,2.0,88,TCP,suspicious,4.2168
,2860.0,3858140,UDP,suspicious,12.5293
7.58367,26.0,11089,udp,benign,3.4284
0.35322,2.0,82,Tcp,suspicious,5.6621
0.14771,3.0,120,TCP,suspicious,20.3103
11.22626,35.0,18658,TCP,benign,3.1177
1.23113,46.0,23802,UDP,benign,37.3642
0.49884,,49,TCP,suspicious,2.0047
10.51171,44.0,19521,UDP,benign,4.1858
3.88162,43.0,23860,TCP,benign,11.0778
4.17069,,35514,TCP,benign,14.6259
11.16262,56.0,37355,TCP,benign,5.0167
7.92642,38.0,21663,TCP,benign,4.7941
0.44913,,21208,TCP,benign,71.2483
6.17756,14.0,9916,TCP,benign,2.2663
99.07224,4438.0,6137754,UDP,suspicious,44.7956
1.14845,44.0,25466,TCP,benign,38.3125
271.7846,4349.0,4566450,UDP,suspicious,16.0016
2.93407,56.0,37815,TCP,benign,19.0861
3.52461,59.0,39669,Tcp,benign,16.7394
0.42078,2.0,96,TCP,suspicious,4.7531
8.47459,58.0,42584,TCP,benign,6.844
3.17912,18.0,8273,TCP,benign,5.6619
0.2581,2.0,116,TCP,suspicious,7.7489
6.91717,68.0,36113,TCP,benign,9.8306
126.66546,4133.0,5724205,UDP,suspicious,32.6293
3.45448,49.0,30743,TCP,benign,14.1845
0.95972,,33215,UDP,benign,72.9378
0.64171,58.0,35247,TCP,benign,90.3836
3.15689,56.0,38215,TCP,benign,17.739
1.50266,56.0,24837,TCP,benign,37.2671
6.64968,37.0,17347,TCP,benign,5.5642
7.31417,,28009,Tcp,benign,6.0157
8.18924,95.0,63479,TCP,benign,11.6006
1.32988,59.0,40510,TCP,benign,44.3651
264.00609,3156.0,3509472,UDP,suspicious,11.9543
0.45282,4.0,216,TCP,suspicious,8.8334
6.70563,45.0,31338,TCP,benign,6.7108
4.51691,20.0,9737,UDP,benign,4.4278
0.11018,3.0,123,TCP,suspicious,27.2292
0.77195,50.0,28632,UDP,benign,64.7712
2.6845,52.0,33838,TCP,benign,19.3704
,69.0,45335,TCP,benign,27.4235
1.62172,7.0,4539,TCP,benign,4.3164
0.46674,39.0,24810,UDP,benign,83.5574
4.09698,45.0,21002,TCP,benign,10.9837
2.56404,21.0,10033,TCP,benign,8.1902
195.60881,4757.0,4757000,UDP,suspicious,24.3189
0.34488,,165,TCP,suspicious,8.6987
13.14855,39.0,27115,TCP,benign,2.9661
-1.0,47.0,28769,TCP,benign,33.0728
3.5894,59.0,36572,TCP,benign,16.4373
0.46699,3.0,135,TCP,suspicious,6.4241
3.46772,59.0,40318,TCP,benign,17.0141
5.27587,64.0,43091,UDP,benign,12.1307
9.09244,41.0,33561,UDP,benign,4.5092
1.38846,34.0,15564,TCP,benign,24.4875
0.06729,3.0,174,TCP,suspicious,44.5815
0.47426,,176,Tcp,suspicious,8.4341
169.49391,2967.0,3637542,udp,suspicious,17.5051
7.86541,50.0,32860,UDP,benign,6.3569
0.23083,53.0,33750,tcp,benign,229.6098
13.76318,79.0,48524,udp,benign,5.74
162.25914,2040.0,2460240,UDP,suspicious,12.5725
0.45492,46.0,29578,TCP,benign,101.1175
97.87508,4866.0,6087366,UDP,suspicious,49.7164
3.32822,33.0,18391,TCP,benign,9.9152
72.66623,1390.0,1868160,UDP,suspicious,19.1286
3.78954,92.0,61032,TCP,benign,24.2773
1.48938,52.0,28003,TCP,benign,34.9138
0.04256,3.0,126,TCP,suspicious,70.4929
4.48836,58.0,33195,TCP,benign,12.9223
,39.0,27416,UDP,benign,29.1525
3.3382,51.0,35949,UDP,benign,15.2777
0.37813,4.0,224,TCP,suspicious,10.5785
4.71232,30.0,20822,TCP,benign,6.3663
0.17414,40.0,28062,TCP,benign,229.7028
4.90142,27.0,14496,TCP,benign,5.5086
0.80896,29.0,18772,UDP,benign,35.8486
0.275,23.0,12401,TCP,benign,83.637
3.69023,79.0,51570,TCP,benign,21.4079
0.09353,58.0,29508,TCP,benign,620.1521
0.42883,4.0,196,TCP,suspicious,9.3278
4.68516,82.0,46144,TCP,benign,17.5021
2.0291,,20332,UDP,benign,16.2634
0.48669,1.0,48,TCP,suspicious,2.0547
0.37576,4.0,220,TCP,suspicious,10.645
0.01294,54.0,44552,TCP,benign,4174.1402
8.93139,49.0,31562,TCP,benign,5.4863
0.22134,2.0,116,TCP,suspicious,9.036
-1.0,47.0,26574,TCP,benign,18.0632
0.01573,52.0,30674,TCP,benign,3305.9438
5.88467,64.0,34319,TCP,benign,10.8757
0.31355,2.0,96,TCP,suspicious,6.3785
33.47658,4506.0,5817246,UDP,suspicious,134.6015
0.45531,40.0,28609,TCP,benign,87.8522
4.65397,51.0,33028,TCP,benign,10.9584
0.96114,41.0,26749,UDP,benign,42.6576
0.11411,54.0,38201,UDP,benign,473.2071
1.81557,46.0,31966,TCP,benign,25.3364
2.37574,56.0,35134,UDP,benign,23.5716
0.77709,26.0,16496,UDP,benign,33.4584
0.41038,2.0,98,TCP,suspicious,4.8735
2.60139,49.0,35174,TCP,benign,18.8361
,66.0,47198,TCP,benign,10.8115
0.11193,2.0,112,TCP,suspicious,17.868
5.4252,72.0,44154,TCP,benign,13.2714
0.20079,48.0,23481,TCP,benign,239.0587
2.59306,25.0,13933,TCP,benign,9.6411
46.2374,1426.0,1818150,UDP,suspicious,30.8408
0.39116,3.0,141,TCP,suspicious,7.6695
212.69516,2473.0,2898356,UDP,suspicious,11.627
288.17828,3862.0,5078530,UDP,suspicious,13.4014
3.00214,65.0,34624,TCP,benign,21.6512
2.74659,60.0,43688,TCP,benign,21.8453
10.70303,50.0,37061,UDP,benign,4.6716
2.87391,62.0,27105,TCP,benign,21.5734
5.52899,57.0,31520,TCP,benign,10.3093
3.21233,52.0,31126,TCP,benign,16.1876
248.49055,1227.0,1431909,UDP,suspicious,4.9378
0.29653,4.0,236,TCP,suspicious,13.4893
141.74074,2806.0,3855444,UDP,suspicious,19.7967
,84.0,54742,TCP,benign,18.4129
3.70529,44.0,27070,TCP,benign,11.8749
0.35895,2.0,90,tcp,suspicious,5.5719
0.6067,71.0,40843,UDP,benign,117.0265
24.03481,1594.0,1857010,UDP,suspicious,66.3205
70.18687,1952.0,2660576,UDP,suspicious,27.8115
2.49734,43.0,24882,tcp,benign,17.2183
4.10594,64.0,44544,TCP,benign,15.5872
0.29013,55.0,34662,UDP,benign,189.567
0.22571,4.0,232,TCP,suspicious,17.722
283.2258,,4733040,UDP,suspicious,16.0685
0.42416,3.0,159,TCP,suspicious,7.0728
1.55901,69.0,43296,UDP,benign,44.2588
3.55005,61.0,25859,TCP,benign,17.1829
9.65615,1.0,619,UDP,benign,0.1036
121.09328,2321.0,2736459,UDP,suspicious,19.167
2.68621,70.0,36500,TCP,benign,26.059
2.51218,36.0,25495,UDP,benign,14.3302
1.08979,50.0,34784,TCP,benign,45.8804
0.14536,,200,TCP,suspicious,27.5186
0.04635,1.0,56,TCP,suspicious,21.5767
0.44857,3.0,132,TCP,suspicious,6.688
8.34666,,16847,TCP,benign,4.7923
2.06643,49.0,28887,TCP,benign,23.7124
1.16486,111.0,69710,TCP,benign,95.2906
,40.0,28355,TCP,benign,210.1751
0.05844,46.0,24434,TCP,benign,787.0926
6.77999,49.0,37083,TCP,benign,7.2271
1.06611,72.0,54057,TCP,benign,67.5352
1.56329,59.0,47779,UDP,benign,37.7409
4.05458,36.0,15607,TCP,benign,8.8788
0.46866,72.0,41354,UDP,benign,153.6297
121.95477,4866.0,6218748,UDP,suspicious,39.9
2.74908,41.0,26010,TCP,benign,14.9141
61.08463,3429.0,4080510,UDP,suspicious,56.1352
31.60803,3041.0,4217867,UDP,suspicious,96.2097
190.73101,3966.0,5243052,UDP,suspicious,20.7937
4.57362,54.0,31538,TCP,benign,11.8068
2.07966,,41970,TCP,benign,32.2168
1.54059,54.0,32819,UDP,benign,35.0516
,37.0,19176,tcp,benign,12.7175
5.28824,35.0,16328,UDP,benign,6.6185
252.12083,4023.0,4799439,UDP,suspicious,15.9566
13.32256,69.0,38870,TCP,benign,5.1792
0.95974,40.0,27216,TCP,benign,41.678
251.52081,4624.0,4642496,udp,suspicious,18.3842
16.88238,63.0,32715,TCP,benign,3.7317
0.00566,51.0,29880,TCP,benign,9009.6797
0.40336,,40,Tcp,suspicious,2.4792
37.70772,3635.0,4572830,UDP,suspicious,96.3993
280.66001,2334.0,2537058,UDP,suspicious,8.3161
3.63652,64.0,47134,TCP,benign,17.5992
7.15658,32.0,23693,TCP,benign,4.4714
0.11137,73.0,45842,TCP,benign,655.4982
1.70282,27.0,16922,TCP,benign,15.8561
283.78749,2343.0,2867832,UDP,suspicious,8.2562
0.14925,2.0,94,TCP,suspicious,13.4003
1.23062,48.0,32321,TCP,benign,39.0048
5.55398,36.0,22194,TCP,benign,6.4818
3.24071,67.0,38488,UDP,benign,20.6745
0.77034,60.0,35231,TCP,benign,77.8881
1.13358,48.0,31156,TCP,benign,42.3436
,33.0,18134,TCP,benign,29.4756
743.92464,46.0,14262,TCP,benign,61.8342
7.96066,35.0,18473,TCP,benign,4.3966
0.29672,3.0,165,tcp,suspicious,10.1104
7.63929,,33539,UDP,benign,5.7597
2.54433,70.0,59078,TCP,benign,27.5122
0.35576,4.0,168,TCP,suspicious,11.2435
4.46007,23.0,13001,TCP,benign,5.1569
0.23474,3.0,159,TCP,suspicious,12.78
8.40226,54.0,24415,UDP,benign,6.4268
0.12514,3.0,168,TCP,suspicious,23.9737
18.65139,63.0,41528,TCP,benign,3.3778
147.55442,2566.0,3505156,UDP,suspicious,17.3902
3.59925,46.0,22711,TCP,benign,12.7804
9.45978,66.0,52118,TCP,benign,6.9769
0.72911,70.0,47243,TCP,benign,96.0076
5.43697,41.0,27272,TCP,benign,7.541
5.65892,71.0,37463,TCP,benign,12.5466
2.7361,57.0,30230,UDP,benign,20.8326
3.99845,61.0,21283,udp,benign,15.2559
7.60156,71.0,52744,UDP,benign,9.3402
1.89176,22.0,10975,TCP,benign,11.6294
0.79631,37.0,18438,TCP,benign,46.4643
22.90552,48.0,26564,TCP,benign,2.0956
-1.0,3553.0,4480333,UDP,suspicious,54.0876
16.1007,3891.0,3937692,UDP,suspicious,241.6665
1.69244,1.0,605,Tcp,benign,0.5909
0.06058,3.0,147,TCP,suspicious,49.5244
3.51014,50.0,38467,TCP,benign,14.2444
2.44877,30.0,14731,UDP,benign,12.251
2.93658,52.0,41818,UDP,benign,17.7076
5.87881,64.0,29456,UDP,benign,10.8866
0.22068,4.0,168,TCP,suspicious,18.1259
2.63444,,42314,TCP,benign,23.914
6.13845,38.0,20061,udp,benign,6.1905
,4.0,212,TCP,suspicious,13.5271
2.62507,22.0,11591,TCP,benign,8.3807
1.97926,55.0,30894,TCP,benign,27.7882
0.56484,,17534,TCP,benign,56.6531
0.62157,53.0,34815,TCP,benign,85.2675
0.02684,3.0,123,TCP,suspicious,111.7541
0.79659,48.0,31101,TCP,benign,60.2565
4.57362,54.0,31538,TCP,benign,11.8068
0.34977,4.0,180,TCP,suspicious,11.4362
0.17125,41.0,18930,TCP,benign,239.4228
0.64341,37.0,11500,UDP,benign,57.506
0.19741,4.0,196,Tcp,suspicious,20.2628
9.13822,51.0,35566,TCP,benign,5.581
1.47423,41.0,29191,udp,benign,27.8112
0.68509,27.0,17516,TCP,benign,39.4108
223.72893,1712.0,2275248,udp,suspicious,7.6521
130.30581,,4136136,UDP,suspicious,31.2419
1.71224,29.0,17886,UDP,benign,16.9369
5.21831,32.0,20999,TCP,benign,6.1323
,2894.0,2960562,UDP,suspicious,13.4301
6.22709,34.0,16556,TCP,benign,5.46
3.64086,,40475,TCP,benign,16.205
2.33404,63.0,31574,UDP,benign,26.9918
5.24588,,28055,TCP,benign,8.1969
0.72994,65.0,34334,UDP,benign,89.0481
10.7814,46.0,32653,TCP,benign,4.2666
1.89109,49.0,30746,TCP,benign,25.911
0.36795,1.0,41,TCP,suspicious,2.7177
5.98119,38.0,17856,TCP,benign,6.3532
0.4398,2.0,86,tcp,suspicious,4.5475
9.79258,27.0,11863,UDP,benign,2.7572
5.91767,20.0,12542,TCP,benign,3.3797
10.34054,51.0,38762,Tcp,benign,4.932
1.63515,61.0,51418,TCP,benign,37.3054
3.75184,79.0,54526,TCP,benign,21.0563
9.22657,67.0,36923,TCP,benign,7.2616
